               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,             0.05792,            0.012354,           0.0057343,             0.54211,                 0.5,             0.60332,             0.29238,            0.057313,           0.0075434,           0.0038148,           0.0070102,           0.0070102,           0.0070102
                 153,            0.057144,            0.016912,           0.0052253,             0.54211,                 0.5,             0.60332,             0.29238,            0.057313,           0.0075434,           0.0038148,           0.0069904,           0.0069904,           0.0069904
                 154,            0.053867,            0.018073,            0.005193,             0.54211,                 0.5,             0.60332,             0.29238,            0.057313,           0.0075434,           0.0038148,           0.0069706,           0.0069706,           0.0069706
                 155,            0.058707,            0.015449,           0.0052373,             0.33877,             0.53584,             0.34014,             0.11603,            0.071327,           0.0070744,           0.0037947,           0.0069508,           0.0069508,           0.0069508
                 156,            0.067044,            0.013876,           0.0049913,             0.33877,             0.53584,             0.34014,             0.11603,            0.071327,           0.0070744,           0.0037947,            0.006931,            0.006931,            0.006931
                 157,            0.069102,            0.013737,           0.0051152,             0.33877,             0.53584,             0.34014,             0.11603,            0.071327,           0.0070744,           0.0037947,           0.0069112,           0.0069112,           0.0069112
                 158,            0.068509,            0.014607,           0.0051372,             0.33877,             0.53584,             0.34014,             0.11603,            0.071327,           0.0070744,           0.0037947,           0.0068914,           0.0068914,           0.0068914
                 159,             0.06876,            0.015105,           0.0053029,             0.60817,             0.59091,             0.61437,             0.24384,            0.060406,           0.0071653,           0.0037413,           0.0068716,           0.0068716,           0.0068716
                 160,            0.060076,            0.013413,            0.004829,             0.60817,             0.59091,             0.61437,             0.24384,            0.060406,           0.0071653,           0.0037413,           0.0068518,           0.0068518,           0.0068518
                 161,             0.05958,            0.014978,           0.0051114,             0.60817,             0.59091,             0.61437,             0.24384,            0.060406,           0.0071653,           0.0037413,            0.006832,            0.006832,            0.006832
                 162,            0.059264,            0.017018,           0.0050847,             0.60817,             0.59091,             0.61437,             0.24384,            0.060406,           0.0071653,           0.0037413,           0.0068122,           0.0068122,           0.0068122
                 163,            0.059952,             0.01579,           0.0049338,             0.47211,             0.59091,             0.61414,             0.26324,            0.060969,           0.0070378,           0.0037703,           0.0067924,           0.0067924,           0.0067924
                 164,            0.057268,            0.015657,           0.0051819,             0.47211,             0.59091,             0.61414,             0.26324,            0.060969,           0.0070378,           0.0037703,           0.0067726,           0.0067726,           0.0067726
                 165,            0.058045,            0.016306,           0.0051991,             0.47211,             0.59091,             0.61414,             0.26324,            0.060969,           0.0070378,           0.0037703,           0.0067528,           0.0067528,           0.0067528
                 166,            0.059249,            0.014032,           0.0047996,             0.47211,             0.59091,             0.61414,             0.26324,            0.060969,           0.0070378,           0.0037703,            0.006733,            0.006733,            0.006733
                 167,            0.063516,            0.014906,           0.0050315,             0.63023,             0.46532,             0.62185,             0.25653,            0.061492,           0.0069487,           0.0038298,           0.0067132,           0.0067132,           0.0067132
                 168,            0.055885,            0.014603,           0.0051562,             0.63023,             0.46532,             0.62185,             0.25653,            0.061492,           0.0069487,           0.0038298,           0.0066934,           0.0066934,           0.0066934
                 169,            0.061072,            0.013424,           0.0053051,             0.63023,             0.46532,             0.62185,             0.25653,            0.061492,           0.0069487,           0.0038298,           0.0066736,           0.0066736,           0.0066736
                 170,            0.058167,            0.014651,            0.004903,             0.63023,             0.46532,             0.62185,             0.25653,            0.061492,           0.0069487,           0.0038298,           0.0066538,           0.0066538,           0.0066538
                 171,            0.060757,            0.016079,           0.0053409,             0.51369,             0.77273,               0.735,             0.30451,            0.053157,           0.0070374,           0.0038551,            0.006634,            0.006634,            0.006634
                 172,            0.051441,             0.01565,           0.0051186,             0.51369,             0.77273,               0.735,             0.30451,            0.053157,           0.0070374,           0.0038551,           0.0066142,           0.0066142,           0.0066142
                 173,            0.050368,            0.013894,           0.0048712,             0.51369,             0.77273,               0.735,             0.30451,            0.053157,           0.0070374,           0.0038551,           0.0065944,           0.0065944,           0.0065944
                 174,            0.050716,            0.014584,           0.0049135,             0.51369,             0.77273,               0.735,             0.30451,            0.053157,           0.0070374,           0.0038551,           0.0065746,           0.0065746,           0.0065746
                 175,            0.054382,            0.014647,           0.0052365,             0.66251,             0.54545,             0.62841,             0.25828,             0.06231,            0.006678,           0.0037723,           0.0065548,           0.0065548,           0.0065548
                 176,            0.057495,            0.015698,           0.0046545,             0.66251,             0.54545,             0.62841,             0.25828,             0.06231,            0.006678,           0.0037723,            0.006535,            0.006535,            0.006535
                 177,            0.061015,            0.014142,           0.0047555,             0.66251,             0.54545,             0.62841,             0.25828,             0.06231,            0.006678,           0.0037723,           0.0065152,           0.0065152,           0.0065152
                 178,            0.058933,            0.014336,           0.0047168,             0.66251,             0.54545,             0.62841,             0.25828,             0.06231,            0.006678,           0.0037723,           0.0064954,           0.0064954,           0.0064954
                 179,            0.060471,            0.014601,           0.0049304,             0.46848,             0.76146,             0.67634,             0.25762,            0.056624,           0.0067822,           0.0037827,           0.0064756,           0.0064756,           0.0064756
                 180,            0.055421,            0.014567,           0.0049784,             0.46848,             0.76146,             0.67634,             0.25762,            0.056624,           0.0067822,           0.0037827,           0.0064558,           0.0064558,           0.0064558
                 181,            0.055165,             0.01604,           0.0046608,             0.46848,             0.76146,             0.67634,             0.25762,            0.056624,           0.0067822,           0.0037827,            0.006436,            0.006436,            0.006436
                 182,            0.055092,            0.012653,           0.0049191,             0.46848,             0.76146,             0.67634,             0.25762,            0.056624,           0.0067822,           0.0037827,           0.0064162,           0.0064162,           0.0064162
                 183,            0.061113,            0.013652,           0.0046967,             0.86752,                 0.5,             0.74544,             0.37571,            0.055086,           0.0066615,           0.0037445,           0.0063964,           0.0063964,           0.0063964
                 184,            0.056038,            0.011806,           0.0047431,             0.86752,                 0.5,             0.74544,             0.37571,            0.055086,           0.0066615,           0.0037445,           0.0063766,           0.0063766,           0.0063766
                 185,            0.055277,             0.01237,           0.0046833,             0.86752,                 0.5,             0.74544,             0.37571,            0.055086,           0.0066615,           0.0037445,           0.0063568,           0.0063568,           0.0063568
                 186,            0.057655,            0.013025,            0.004735,             0.86752,                 0.5,             0.74544,             0.37571,            0.055086,           0.0066615,           0.0037445,            0.006337,            0.006337,            0.006337
                 187,            0.053442,            0.015845,           0.0046248,             0.45216,             0.77273,             0.60428,             0.18431,            0.055771,           0.0067182,           0.0037607,           0.0063172,           0.0063172,           0.0063172
                 188,            0.053404,            0.013424,           0.0045631,             0.45216,             0.77273,             0.60428,             0.18431,            0.055771,           0.0067182,           0.0037607,           0.0062974,           0.0062974,           0.0062974
                 189,             0.05581,            0.012077,           0.0047535,             0.45216,             0.77273,             0.60428,             0.18431,            0.055771,           0.0067182,           0.0037607,           0.0062776,           0.0062776,           0.0062776
                 190,            0.055976,            0.013237,           0.0046214,             0.45216,             0.77273,             0.60428,             0.18431,            0.055771,           0.0067182,           0.0037607,           0.0062578,           0.0062578,           0.0062578
                 191,             0.05223,            0.013923,           0.0047725,             0.77897,             0.48142,             0.68667,             0.34969,            0.052142,           0.0066683,           0.0038345,            0.006238,            0.006238,            0.006238
                 192,            0.050544,            0.014891,           0.0049807,             0.77897,             0.48142,             0.68667,             0.34969,            0.052142,           0.0066683,           0.0038345,           0.0062182,           0.0062182,           0.0062182
                 193,            0.049201,            0.013098,           0.0051965,             0.77897,             0.48142,             0.68667,             0.34969,            0.052142,           0.0066683,           0.0038345,           0.0061984,           0.0061984,           0.0061984
                 194,            0.051675,            0.014049,           0.0048682,             0.77897,             0.48142,             0.68667,             0.34969,            0.052142,           0.0066683,           0.0038345,           0.0061786,           0.0061786,           0.0061786
                 195,             0.05386,            0.013136,           0.0046599,             0.59329,             0.77273,             0.76685,             0.36215,            0.043912,           0.0068539,           0.0039362,           0.0061588,           0.0061588,           0.0061588
                 196,            0.049132,            0.011599,           0.0047822,             0.59329,             0.77273,             0.76685,             0.36215,            0.043912,           0.0068539,           0.0039362,            0.006139,            0.006139,            0.006139
                 197,            0.049789,            0.014924,           0.0049182,             0.59329,             0.77273,             0.76685,             0.36215,            0.043912,           0.0068539,           0.0039362,           0.0061192,           0.0061192,           0.0061192
                 198,            0.044981,            0.010553,           0.0051954,             0.59329,             0.77273,             0.76685,             0.36215,            0.043912,           0.0068539,           0.0039362,           0.0060994,           0.0060994,           0.0060994
                 199,            0.046746,             0.01502,           0.0048571,             0.40405,             0.77273,             0.64655,             0.26881,            0.055397,           0.0064563,           0.0037627,           0.0060796,           0.0060796,           0.0060796
                 200,            0.057353,            0.013717,           0.0042127,             0.40405,             0.77273,             0.64655,             0.26881,            0.055397,           0.0064563,           0.0037627,           0.0060598,           0.0060598,           0.0060598
                 201,            0.057123,            0.011936,           0.0048558,             0.40405,             0.77273,             0.64655,             0.26881,            0.055397,           0.0064563,           0.0037627,             0.00604,             0.00604,             0.00604
                 202,            0.054058,             0.01575,           0.0044877,             0.40405,             0.77273,             0.64655,             0.26881,            0.055397,           0.0064563,           0.0037627,           0.0060202,           0.0060202,           0.0060202
                 203,            0.052267,            0.015242,           0.0042855,              0.5769,             0.77273,             0.72482,             0.41768,            0.050629,           0.0063538,           0.0038039,           0.0060004,           0.0060004,           0.0060004
                 204,             0.05345,            0.016667,           0.0046604,              0.5769,             0.77273,             0.72482,             0.41768,            0.050629,           0.0063538,           0.0038039,           0.0059806,           0.0059806,           0.0059806
                 205,            0.050936,            0.013636,           0.0045459,              0.5769,             0.77273,             0.72482,             0.41768,            0.050629,           0.0063538,           0.0038039,           0.0059608,           0.0059608,           0.0059608
                 206,            0.053387,            0.012068,           0.0047184,              0.5769,             0.77273,             0.72482,             0.41768,            0.050629,           0.0063538,           0.0038039,            0.005941,            0.005941,            0.005941
                 207,            0.053409,             0.01247,           0.0048102,             0.65148,             0.68182,             0.76975,             0.41305,            0.047164,           0.0062809,           0.0037441,           0.0059212,           0.0059212,           0.0059212
                 208,            0.050242,            0.014409,            0.004879,             0.65148,             0.68182,             0.76975,             0.41305,            0.047164,           0.0062809,           0.0037441,           0.0059014,           0.0059014,           0.0059014
                 209,            0.050145,            0.012868,           0.0044035,             0.65148,             0.68182,             0.76975,             0.41305,            0.047164,           0.0062809,           0.0037441,           0.0058816,           0.0058816,           0.0058816
                 210,            0.049884,            0.013105,           0.0044807,             0.65148,             0.68182,             0.76975,             0.41305,            0.047164,           0.0062809,           0.0037441,           0.0058618,           0.0058618,           0.0058618
                 211,            0.046642,            0.015669,            0.004434,             0.52331,             0.68182,              0.6883,             0.39282,             0.04633,           0.0063089,           0.0036317,            0.005842,            0.005842,            0.005842
                 212,            0.049885,            0.012061,           0.0040803,             0.52331,             0.68182,              0.6883,             0.39282,             0.04633,           0.0063089,           0.0036317,           0.0058222,           0.0058222,           0.0058222
                 213,             0.04938,            0.011929,            0.003966,             0.52331,             0.68182,              0.6883,             0.39282,             0.04633,           0.0063089,           0.0036317,           0.0058024,           0.0058024,           0.0058024
                 214,            0.047214,            0.013067,           0.0043746,             0.52331,             0.68182,              0.6883,             0.39282,             0.04633,           0.0063089,           0.0036317,           0.0057826,           0.0057826,           0.0057826
                 215,            0.049457,             0.01333,           0.0043839,             0.65989,             0.79417,             0.80144,             0.43901,            0.046155,           0.0061586,           0.0036336,           0.0057628,           0.0057628,           0.0057628
                 216,            0.049205,            0.014547,           0.0045017,             0.65989,             0.79417,             0.80144,             0.43901,            0.046155,           0.0061586,           0.0036336,            0.005743,            0.005743,            0.005743
                 217,            0.049639,            0.011594,           0.0041381,             0.65989,             0.79417,             0.80144,             0.43901,            0.046155,           0.0061586,           0.0036336,           0.0057232,           0.0057232,           0.0057232
                 218,            0.049571,            0.013682,           0.0045202,             0.65989,             0.79417,             0.80144,             0.43901,            0.046155,           0.0061586,           0.0036336,           0.0057034,           0.0057034,           0.0057034
                 219,            0.047105,            0.012622,            0.004207,             0.59814,             0.77273,             0.72719,             0.27722,             0.05357,           0.0059012,           0.0035635,           0.0056836,           0.0056836,           0.0056836
                 220,            0.053935,            0.014455,           0.0043768,             0.59814,             0.77273,             0.72719,             0.27722,             0.05357,           0.0059012,           0.0035635,           0.0056638,           0.0056638,           0.0056638
                 221,             0.05454,            0.010798,           0.0042966,             0.59814,             0.77273,             0.72719,             0.27722,             0.05357,           0.0059012,           0.0035635,            0.005644,            0.005644,            0.005644
                 222,            0.059535,            0.011308,           0.0039229,             0.59814,             0.77273,             0.72719,             0.27722,             0.05357,           0.0059012,           0.0035635,           0.0056242,           0.0056242,           0.0056242
                 223,            0.053513,            0.012603,           0.0040018,             0.70937,             0.77273,              0.8514,              0.3976,            0.051686,           0.0060228,           0.0035875,           0.0056044,           0.0056044,           0.0056044
                 224,            0.056606,            0.013099,           0.0040462,             0.70937,             0.77273,              0.8514,              0.3976,            0.051686,           0.0060228,           0.0035875,           0.0055846,           0.0055846,           0.0055846
                 225,            0.055059,            0.015624,           0.0044498,             0.70937,             0.77273,              0.8514,              0.3976,            0.051686,           0.0060228,           0.0035875,           0.0055648,           0.0055648,           0.0055648
                 226,            0.059578,            0.012689,           0.0040982,             0.70937,             0.77273,              0.8514,              0.3976,            0.051686,           0.0060228,           0.0035875,            0.005545,            0.005545,            0.005545
                 227,            0.054121,            0.012813,           0.0040114,             0.76964,             0.81818,             0.85323,             0.45649,            0.046857,           0.0058155,           0.0035894,           0.0055252,           0.0055252,           0.0055252
                 228,             0.05184,            0.016299,           0.0043512,             0.76964,             0.81818,             0.85323,             0.45649,            0.046857,           0.0058155,           0.0035894,           0.0055054,           0.0055054,           0.0055054
                 229,            0.053797,            0.012446,           0.0042844,             0.76964,             0.81818,             0.85323,             0.45649,            0.046857,           0.0058155,           0.0035894,           0.0054856,           0.0054856,           0.0054856
                 230,            0.055048,            0.011626,           0.0041171,             0.76964,             0.81818,             0.85323,             0.45649,            0.046857,           0.0058155,           0.0035894,           0.0054658,           0.0054658,           0.0054658
                 231,            0.050362,            0.011519,           0.0044109,                   1,             0.69795,             0.87911,             0.27237,            0.052517,           0.0058961,           0.0035254,            0.005446,            0.005446,            0.005446
                 232,            0.050989,            0.013205,           0.0043638,                   1,             0.69795,             0.87911,             0.27237,            0.052517,           0.0058961,           0.0035254,           0.0054262,           0.0054262,           0.0054262
                 233,            0.051415,            0.011512,           0.0043105,                   1,             0.69795,             0.87911,             0.27237,            0.052517,           0.0058961,           0.0035254,           0.0054064,           0.0054064,           0.0054064
                 234,            0.056734,            0.010578,           0.0041498,                   1,             0.69795,             0.87911,             0.27237,            0.052517,           0.0058961,           0.0035254,           0.0053866,           0.0053866,           0.0053866
                 235,             0.05682,             0.01311,           0.0039593,             0.62809,             0.84477,             0.68821,             0.36343,            0.038358,           0.0060298,           0.0035985,           0.0053668,           0.0053668,           0.0053668
                 236,            0.043289,            0.013959,           0.0042288,             0.62809,             0.84477,             0.68821,             0.36343,            0.038358,           0.0060298,           0.0035985,            0.005347,            0.005347,            0.005347
                 237,            0.045577,            0.013409,           0.0041493,             0.62809,             0.84477,             0.68821,             0.36343,            0.038358,           0.0060298,           0.0035985,           0.0053272,           0.0053272,           0.0053272
                 238,            0.040356,            0.014638,           0.0043849,             0.62809,             0.84477,             0.68821,             0.36343,            0.038358,           0.0060298,           0.0035985,           0.0053074,           0.0053074,           0.0053074
                 239,            0.042525,            0.011586,           0.0039784,             0.75557,             0.72727,             0.82986,             0.45792,             0.04142,           0.0059445,           0.0035926,           0.0052876,           0.0052876,           0.0052876
                 240,            0.047882,            0.013109,           0.0045608,             0.75557,             0.72727,             0.82986,             0.45792,             0.04142,           0.0059445,           0.0035926,           0.0052678,           0.0052678,           0.0052678
                 241,            0.046473,            0.014299,           0.0044154,             0.75557,             0.72727,             0.82986,             0.45792,             0.04142,           0.0059445,           0.0035926,            0.005248,            0.005248,            0.005248
                 242,            0.040208,             0.01211,           0.0044126,             0.75557,             0.72727,             0.82986,             0.45792,             0.04142,           0.0059445,           0.0035926,           0.0052282,           0.0052282,           0.0052282
                 243,            0.041287,            0.012913,           0.0042475,             0.78983,             0.68337,             0.82031,             0.55409,            0.037539,            0.005951,           0.0035763,           0.0052084,           0.0052084,           0.0052084
                 244,            0.038144,            0.012622,           0.0040287,             0.78983,             0.68337,             0.82031,             0.55409,            0.037539,            0.005951,           0.0035763,           0.0051886,           0.0051886,           0.0051886
                 245,            0.040115,            0.012909,            0.004505,             0.78983,             0.68337,             0.82031,             0.55409,            0.037539,            0.005951,           0.0035763,           0.0051688,           0.0051688,           0.0051688
                 246,            0.041407,            0.013912,           0.0042743,             0.78983,             0.68337,             0.82031,             0.55409,            0.037539,            0.005951,           0.0035763,            0.005149,            0.005149,            0.005149
                 247,            0.039589,            0.018069,             0.00548,              0.9294,             0.59878,             0.86595,             0.52525,            0.040458,           0.0057385,           0.0034854,           0.0051292,           0.0051292,           0.0051292
                 248,             0.04245,              0.0142,           0.0041378,              0.9294,             0.59878,             0.86595,             0.52525,            0.040458,           0.0057385,           0.0034854,           0.0051094,           0.0051094,           0.0051094
                 249,            0.040366,            0.013767,           0.0041205,              0.9294,             0.59878,             0.86595,             0.52525,            0.040458,           0.0057385,           0.0034854,           0.0050896,           0.0050896,           0.0050896
                 250,            0.042645,            0.012248,           0.0041233,              0.9294,             0.59878,             0.86595,             0.52525,            0.040458,           0.0057385,           0.0034854,           0.0050698,           0.0050698,           0.0050698
                 251,            0.043151,             0.01336,           0.0040384,             0.48583,             0.90909,             0.68876,             0.29817,             0.04671,           0.0056949,            0.003452,             0.00505,             0.00505,             0.00505
                 252,            0.050731,            0.011462,            0.003941,             0.48583,             0.90909,             0.68876,             0.29817,             0.04671,           0.0056949,            0.003452,           0.0050302,           0.0050302,           0.0050302
                 253,            0.050574,            0.012878,           0.0040951,             0.48583,             0.90909,             0.68876,             0.29817,             0.04671,           0.0056949,            0.003452,           0.0050104,           0.0050104,           0.0050104
                 254,            0.049919,           0.0095135,           0.0041943,             0.48583,             0.90909,             0.68876,             0.29817,             0.04671,           0.0056949,            0.003452,           0.0049906,           0.0049906,           0.0049906
                 255,            0.053431,            0.013749,           0.0044075,             0.95259,             0.91349,             0.97291,             0.60715,            0.036494,           0.0056374,           0.0034643,           0.0049708,           0.0049708,           0.0049708
                 256,            0.041556,            0.012253,           0.0041098,             0.95259,             0.91349,             0.97291,             0.60715,            0.036494,           0.0056374,           0.0034643,            0.004951,            0.004951,            0.004951
                 257,            0.040541,            0.012198,           0.0044224,             0.95259,             0.91349,             0.97291,             0.60715,            0.036494,           0.0056374,           0.0034643,           0.0049312,           0.0049312,           0.0049312
                 258,            0.037794,            0.011985,           0.0041746,             0.95259,             0.91349,             0.97291,             0.60715,            0.036494,           0.0056374,           0.0034643,           0.0049114,           0.0049114,           0.0049114
                 259,            0.040451,            0.011556,           0.0039187,             0.79513,             0.88252,             0.91896,             0.47472,            0.037881,           0.0057148,           0.0034141,           0.0048916,           0.0048916,           0.0048916
                 260,            0.039341,            0.011829,           0.0038572,             0.79513,             0.88252,             0.91896,             0.47472,            0.037881,           0.0057148,           0.0034141,           0.0048718,           0.0048718,           0.0048718
                 261,            0.043538,            0.010151,            0.003611,             0.79513,             0.88252,             0.91896,             0.47472,            0.037881,           0.0057148,           0.0034141,            0.004852,            0.004852,            0.004852
                 262,             0.04234,             0.01145,           0.0039145,             0.79513,             0.88252,             0.91896,             0.47472,            0.037881,           0.0057148,           0.0034141,           0.0048322,           0.0048322,           0.0048322
                 263,            0.041914,            0.011244,           0.0037192,             0.79714,             0.90909,             0.91774,             0.59032,             0.03876,           0.0056311,           0.0034241,           0.0048124,           0.0048124,           0.0048124
                 264,             0.04407,             0.01268,           0.0037151,             0.79714,             0.90909,             0.91774,             0.59032,             0.03876,           0.0056311,           0.0034241,           0.0047926,           0.0047926,           0.0047926
                 265,            0.040593,            0.010357,           0.0038258,             0.79714,             0.90909,             0.91774,             0.59032,             0.03876,           0.0056311,           0.0034241,           0.0047728,           0.0047728,           0.0047728
                 266,            0.040812,           0.0099067,           0.0039137,             0.79714,             0.90909,             0.91774,             0.59032,             0.03876,           0.0056311,           0.0034241,            0.004753,            0.004753,            0.004753
                 267,            0.043921,            0.012002,           0.0039438,             0.67418,             0.86364,             0.79913,             0.42769,            0.044499,           0.0057186,           0.0033569,           0.0047332,           0.0047332,           0.0047332
                 268,              0.0465,            0.012379,           0.0037352,             0.67418,             0.86364,             0.79913,             0.42769,            0.044499,           0.0057186,           0.0033569,           0.0047134,           0.0047134,           0.0047134
                 269,             0.04526,            0.012548,           0.0037547,             0.67418,             0.86364,             0.79913,             0.42769,            0.044499,           0.0057186,           0.0033569,           0.0046936,           0.0046936,           0.0046936
                 270,            0.047685,            0.011136,           0.0036301,             0.67418,             0.86364,             0.79913,             0.42769,            0.044499,           0.0057186,           0.0033569,           0.0046738,           0.0046738,           0.0046738
                 271,            0.046947,            0.011193,           0.0039027,             0.72313,             0.83138,             0.83241,             0.42654,            0.038157,           0.0057545,           0.0033634,            0.004654,            0.004654,            0.004654
                 272,            0.040658,            0.014617,           0.0036032,             0.72313,             0.83138,             0.83241,             0.42654,            0.038157,           0.0057545,           0.0033634,           0.0046342,           0.0046342,           0.0046342
                 273,            0.040737,            0.012138,            0.003625,             0.72313,             0.83138,             0.83241,             0.42654,            0.038157,           0.0057545,           0.0033634,           0.0046144,           0.0046144,           0.0046144
                 274,               0.039,            0.011614,           0.0037534,             0.72313,             0.83138,             0.83241,             0.42654,            0.038157,           0.0057545,           0.0033634,           0.0045946,           0.0045946,           0.0045946
                 275,            0.040588,            0.011264,            0.003801,             0.95152,              0.8927,             0.94319,             0.42172,            0.043113,           0.0056646,           0.0033493,           0.0045748,           0.0045748,           0.0045748
                 276,            0.040617,            0.011526,           0.0037808,             0.95152,              0.8927,             0.94319,             0.42172,            0.043113,           0.0056646,           0.0033493,            0.004555,            0.004555,            0.004555
                 277,            0.047227,            0.010322,           0.0038366,             0.95152,              0.8927,             0.94319,             0.42172,            0.043113,           0.0056646,           0.0033493,           0.0045352,           0.0045352,           0.0045352
                 278,            0.045035,            0.012452,           0.0035644,             0.95152,              0.8927,             0.94319,             0.42172,            0.043113,           0.0056646,           0.0033493,           0.0045154,           0.0045154,           0.0045154
                 279,            0.044815,             0.01231,           0.0035609,                   1,             0.89188,             0.96334,             0.68227,            0.036575,           0.0055503,           0.0033046,           0.0044956,           0.0044956,           0.0044956
                 280,            0.040262,             0.01123,           0.0036809,                   1,             0.89188,             0.96334,             0.68227,            0.036575,           0.0055503,           0.0033046,           0.0044758,           0.0044758,           0.0044758
                 281,            0.037352,            0.011787,            0.003661,                   1,             0.89188,             0.96334,             0.68227,            0.036575,           0.0055503,           0.0033046,            0.004456,            0.004456,            0.004456
                 282,            0.039355,            0.011208,           0.0033428,                   1,             0.89188,             0.96334,             0.68227,            0.036575,           0.0055503,           0.0033046,           0.0044362,           0.0044362,           0.0044362
                 283,             0.04028,            0.014935,           0.0037327,             0.86892,             0.90414,             0.94065,             0.48382,            0.039747,           0.0055799,           0.0032769,           0.0044164,           0.0044164,           0.0044164
                 284,            0.043247,            0.011636,           0.0033002,             0.86892,             0.90414,             0.94065,             0.48382,            0.039747,           0.0055799,           0.0032769,           0.0043966,           0.0043966,           0.0043966
                 285,            0.041722,           0.0096674,           0.0034659,             0.86892,             0.90414,             0.94065,             0.48382,            0.039747,           0.0055799,           0.0032769,           0.0043768,           0.0043768,           0.0043768
                 286,            0.039963,           0.0095931,           0.0037116,             0.86892,             0.90414,             0.94065,             0.48382,            0.039747,           0.0055799,           0.0032769,            0.004357,            0.004357,            0.004357
                 287,            0.040429,            0.012044,           0.0035514,             0.98095,             0.86364,             0.95726,             0.56427,            0.036173,           0.0054804,           0.0032988,           0.0043372,           0.0043372,           0.0043372
                 288,            0.040372,            0.011983,           0.0035847,             0.98095,             0.86364,             0.95726,             0.56427,            0.036173,           0.0054804,           0.0032988,           0.0043174,           0.0043174,           0.0043174
                 289,            0.040143,            0.011864,           0.0038876,             0.98095,             0.86364,             0.95726,             0.56427,            0.036173,           0.0054804,           0.0032988,           0.0042976,           0.0042976,           0.0042976
                 290,            0.038357,           0.0095656,           0.0032867,             0.98095,             0.86364,             0.95726,             0.56427,            0.036173,           0.0054804,           0.0032988,           0.0042778,           0.0042778,           0.0042778
                 291,            0.040421,            0.010535,           0.0036461,             0.90625,             0.87928,             0.94458,             0.44759,            0.037922,           0.0054613,           0.0032583,            0.004258,            0.004258,            0.004258
                 292,            0.041372,            0.010947,           0.0033659,             0.90625,             0.87928,             0.94458,             0.44759,            0.037922,           0.0054613,           0.0032583,           0.0042382,           0.0042382,           0.0042382
                 293,            0.037425,           0.0099583,           0.0036085,             0.90625,             0.87928,             0.94458,             0.44759,            0.037922,           0.0054613,           0.0032583,           0.0042184,           0.0042184,           0.0042184
                 294,            0.042313,            0.012758,           0.0035199,             0.90625,             0.87928,             0.94458,             0.44759,            0.037922,           0.0054613,           0.0032583,           0.0041986,           0.0041986,           0.0041986
                 295,            0.038934,            0.011395,           0.0036211,             0.91021,             0.81818,             0.90603,             0.55145,            0.036846,           0.0054391,            0.003266,           0.0041788,           0.0041788,           0.0041788
                 296,            0.041727,            0.010166,           0.0036093,             0.91021,             0.81818,             0.90603,             0.55145,            0.036846,           0.0054391,            0.003266,            0.004159,            0.004159,            0.004159
                 297,            0.038791,             0.01244,           0.0039326,             0.91021,             0.81818,             0.90603,             0.55145,            0.036846,           0.0054391,            0.003266,           0.0041392,           0.0041392,           0.0041392
                 298,            0.040206,            0.010668,           0.0037009,             0.91021,             0.81818,             0.90603,             0.55145,            0.036846,           0.0054391,            0.003266,           0.0041194,           0.0041194,           0.0041194
                 299,            0.041207,            0.011388,           0.0038329,             0.79731,             0.89441,             0.90543,              0.5777,            0.036254,           0.0053611,           0.0032319,           0.0040996,           0.0040996,           0.0040996
                 300,            0.038509,            0.011379,           0.0034674,             0.79731,             0.89441,             0.90543,              0.5777,            0.036254,           0.0053611,           0.0032319,           0.0040798,           0.0040798,           0.0040798
                 301,            0.038286,            0.010391,           0.0031734,             0.79731,             0.89441,             0.90543,              0.5777,            0.036254,           0.0053611,           0.0032319,             0.00406,             0.00406,             0.00406
                 302,            0.039584,            0.010599,           0.0033937,             0.79731,             0.89441,             0.90543,              0.5777,            0.036254,           0.0053611,           0.0032319,           0.0040402,           0.0040402,           0.0040402
                 303,            0.040318,            0.011695,           0.0034489,              0.6884,             0.90393,             0.85447,             0.54558,            0.035107,           0.0053657,           0.0032286,           0.0040204,           0.0040204,           0.0040204
                 304,            0.039301,            0.013116,            0.003283,              0.6884,             0.90393,             0.85447,             0.54558,            0.035107,           0.0053657,           0.0032286,           0.0040006,           0.0040006,           0.0040006
                 305,            0.039025,            0.011558,           0.0034345,              0.6884,             0.90393,             0.85447,             0.54558,            0.035107,           0.0053657,           0.0032286,           0.0039808,           0.0039808,           0.0039808
                 306,            0.040757,            0.010558,           0.0038449,              0.6884,             0.90393,             0.85447,             0.54558,            0.035107,           0.0053657,           0.0032286,            0.003961,            0.003961,            0.003961
                 307,            0.036645,           0.0096325,           0.0033347,             0.97814,             0.90909,             0.96938,             0.49759,             0.03808,           0.0053127,           0.0032504,           0.0039412,           0.0039412,           0.0039412
                 308,            0.042866,            0.010055,           0.0033861,             0.97814,             0.90909,             0.96938,             0.49759,             0.03808,           0.0053127,           0.0032504,           0.0039214,           0.0039214,           0.0039214
                 309,            0.041109,            0.010163,           0.0034002,             0.97814,             0.90909,             0.96938,             0.49759,             0.03808,           0.0053127,           0.0032504,           0.0039016,           0.0039016,           0.0039016
                 310,            0.035489,            0.010959,           0.0036271,             0.97814,             0.90909,             0.96938,             0.49759,             0.03808,           0.0053127,           0.0032504,           0.0038818,           0.0038818,           0.0038818
