               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 311,             0.03465,           0.0096139,            0.003614,                   1,             0.94888,             0.96548,             0.49996,            0.039609,           0.0053268,           0.0032618,            0.003862,            0.003862,            0.003862
                 312,            0.039465,            0.011562,           0.0034974,                   1,             0.94888,             0.96548,             0.49996,            0.039609,           0.0053268,           0.0032618,           0.0038422,           0.0038422,           0.0038422
                 313,            0.038904,            0.011597,           0.0036007,                   1,             0.94888,             0.96548,             0.49996,            0.039609,           0.0053268,           0.0032618,           0.0038224,           0.0038224,           0.0038224
                 314,            0.041875,            0.010414,           0.0035866,                   1,             0.94888,             0.96548,             0.49996,            0.039609,           0.0053268,           0.0032618,           0.0038026,           0.0038026,           0.0038026
                 315,            0.037593,            0.009795,           0.0034049,             0.86039,             0.84089,             0.92983,             0.57718,            0.036638,           0.0053088,           0.0032309,           0.0037828,           0.0037828,           0.0037828
                 316,             0.04132,            0.010833,           0.0035106,             0.86039,             0.84089,             0.92983,             0.57718,            0.036638,           0.0053088,           0.0032309,            0.003763,            0.003763,            0.003763
                 317,            0.041884,           0.0082646,           0.0032532,             0.86039,             0.84089,             0.92983,             0.57718,            0.036638,           0.0053088,           0.0032309,           0.0037432,           0.0037432,           0.0037432
                 318,            0.046756,            0.010434,           0.0034843,             0.86039,             0.84089,             0.92983,             0.57718,            0.036638,           0.0053088,           0.0032309,           0.0037234,           0.0037234,           0.0037234
                 319,            0.041501,            0.012406,           0.0035493,             0.91256,             0.94894,             0.95225,             0.45229,            0.033806,            0.005302,           0.0033073,           0.0037036,           0.0037036,           0.0037036
                 320,             0.03551,            0.010369,           0.0037055,             0.91256,             0.94894,             0.95225,             0.45229,            0.033806,            0.005302,           0.0033073,           0.0036838,           0.0036838,           0.0036838
                 321,            0.036411,            0.010312,           0.0037527,             0.91256,             0.94894,             0.95225,             0.45229,            0.033806,            0.005302,           0.0033073,            0.003664,            0.003664,            0.003664
                 322,            0.032391,             0.01101,           0.0037128,             0.91256,             0.94894,             0.95225,             0.45229,            0.033806,            0.005302,           0.0033073,           0.0036442,           0.0036442,           0.0036442
                 323,            0.032402,            0.010043,           0.0037714,              0.9883,             0.90909,             0.96308,             0.67406,            0.026283,           0.0052201,           0.0032714,           0.0036244,           0.0036244,           0.0036244
                 324,            0.031242,           0.0090802,           0.0035082,              0.9883,             0.90909,             0.96308,             0.67406,            0.026283,           0.0052201,           0.0032714,           0.0036046,           0.0036046,           0.0036046
                 325,            0.030757,            0.013354,           0.0039589,              0.9883,             0.90909,             0.96308,             0.67406,            0.026283,           0.0052201,           0.0032714,           0.0035848,           0.0035848,           0.0035848
                 326,            0.030035,            0.011384,           0.0036099,              0.9883,             0.90909,             0.96308,             0.67406,            0.026283,           0.0052201,           0.0032714,            0.003565,            0.003565,            0.003565
                 327,            0.029212,            0.011235,           0.0036629,             0.89334,             0.90909,             0.94858,             0.61281,            0.027886,           0.0052067,           0.0032519,           0.0035452,           0.0035452,           0.0035452
                 328,            0.034394,             0.00942,           0.0034483,             0.89334,             0.90909,             0.94858,             0.61281,            0.027886,           0.0052067,           0.0032519,           0.0035254,           0.0035254,           0.0035254
                 329,            0.029452,            0.010802,           0.0034093,             0.89334,             0.90909,             0.94858,             0.61281,            0.027886,           0.0052067,           0.0032519,           0.0035056,           0.0035056,           0.0035056
                 330,             0.02977,            0.011603,           0.0035402,             0.89334,             0.90909,             0.94858,             0.61281,            0.027886,           0.0052067,           0.0032519,           0.0034858,           0.0034858,           0.0034858
                 331,            0.031731,            0.012209,           0.0036019,             0.91908,             0.81818,             0.95115,             0.55884,            0.034454,           0.0052757,           0.0031806,            0.003466,            0.003466,            0.003466
                 332,            0.037102,           0.0094633,           0.0035734,             0.91908,             0.81818,             0.95115,             0.55884,            0.034454,           0.0052757,           0.0031806,           0.0034462,           0.0034462,           0.0034462
                 333,            0.040889,           0.0083537,           0.0031697,             0.91908,             0.81818,             0.95115,             0.55884,            0.034454,           0.0052757,           0.0031806,           0.0034264,           0.0034264,           0.0034264
                 334,            0.036466,            0.011593,           0.0034938,             0.91908,             0.81818,             0.95115,             0.55884,            0.034454,           0.0052757,           0.0031806,           0.0034066,           0.0034066,           0.0034066
                 335,            0.036748,           0.0097189,           0.0030392,             0.86268,             0.85695,             0.93117,             0.61815,            0.030942,           0.0051988,           0.0032305,           0.0033868,           0.0033868,           0.0033868
                 336,            0.036397,            0.011487,            0.003774,             0.86268,             0.85695,             0.93117,             0.61815,            0.030942,           0.0051988,           0.0032305,            0.003367,            0.003367,            0.003367
                 337,            0.036711,           0.0089262,           0.0033824,             0.86268,             0.85695,             0.93117,             0.61815,            0.030942,           0.0051988,           0.0032305,           0.0033472,           0.0033472,           0.0033472
                 338,            0.036668,            0.011067,           0.0037419,             0.86268,             0.85695,             0.93117,             0.61815,            0.030942,           0.0051988,           0.0032305,           0.0033274,           0.0033274,           0.0033274
                 339,            0.035092,            0.010616,           0.0037809,             0.87418,             0.94769,              0.9563,             0.58565,            0.026324,           0.0051914,           0.0032199,           0.0033076,           0.0033076,           0.0033076
                 340,            0.030359,            0.010316,           0.0034144,             0.87418,             0.94769,              0.9563,             0.58565,            0.026324,           0.0051914,           0.0032199,           0.0032878,           0.0032878,           0.0032878
                 341,            0.032012,            0.014894,           0.0038209,             0.87418,             0.94769,              0.9563,             0.58565,            0.026324,           0.0051914,           0.0032199,            0.003268,            0.003268,            0.003268
                 342,            0.030076,            0.010679,           0.0034303,             0.87418,             0.94769,              0.9563,             0.58565,            0.026324,           0.0051914,           0.0032199,           0.0032482,           0.0032482,           0.0032482
                 343,            0.031111,            0.010314,           0.0034682,             0.90351,             0.90909,             0.95048,             0.63178,            0.028084,            0.005128,           0.0032047,           0.0032284,           0.0032284,           0.0032284
                 344,            0.036252,            0.011233,           0.0032644,             0.90351,             0.90909,             0.95048,             0.63178,            0.028084,            0.005128,           0.0032047,           0.0032086,           0.0032086,           0.0032086
                 345,            0.032552,            0.010739,           0.0032999,             0.90351,             0.90909,             0.95048,             0.63178,            0.028084,            0.005128,           0.0032047,           0.0031888,           0.0031888,           0.0031888
                 346,            0.031184,           0.0098389,            0.003168,             0.90351,             0.90909,             0.95048,             0.63178,            0.028084,            0.005128,           0.0032047,            0.003169,            0.003169,            0.003169
                 347,            0.031422,            0.010634,           0.0033854,             0.95447,              0.9529,             0.97717,             0.65256,            0.027363,           0.0051381,           0.0031531,           0.0031492,           0.0031492,           0.0031492
                 348,              0.0311,              0.0112,           0.0031129,             0.95447,              0.9529,             0.97717,             0.65256,            0.027363,           0.0051381,           0.0031531,           0.0031294,           0.0031294,           0.0031294
                 349,            0.030703,            0.010574,           0.0032359,             0.95447,              0.9529,             0.97717,             0.65256,            0.027363,           0.0051381,           0.0031531,           0.0031096,           0.0031096,           0.0031096
                 350,            0.031675,           0.0092716,           0.0030503,             0.95447,              0.9529,             0.97717,             0.65256,            0.027363,           0.0051381,           0.0031531,           0.0030898,           0.0030898,           0.0030898
                 351,            0.029465,            0.011003,           0.0031987,             0.86622,             0.86364,             0.93905,             0.59169,            0.029064,           0.0050595,           0.0031436,             0.00307,             0.00307,             0.00307
                 352,            0.030386,            0.011221,           0.0034561,             0.86622,             0.86364,             0.93905,             0.59169,            0.029064,           0.0050595,           0.0031436,           0.0030502,           0.0030502,           0.0030502
                 353,             0.03231,            0.009156,           0.0033185,             0.86622,             0.86364,             0.93905,             0.59169,            0.029064,           0.0050595,           0.0031436,           0.0030304,           0.0030304,           0.0030304
                 354,            0.032496,            0.012706,           0.0034752,             0.86622,             0.86364,             0.93905,             0.59169,            0.029064,           0.0050595,           0.0031436,           0.0030106,           0.0030106,           0.0030106
                 355,            0.032114,            0.011882,           0.0033212,             0.95388,             0.94067,             0.98023,             0.66456,            0.026526,           0.0050221,           0.0030993,           0.0029908,           0.0029908,           0.0029908
                 356,            0.034063,            0.011474,           0.0031582,             0.95388,             0.94067,             0.98023,             0.66456,            0.026526,           0.0050221,           0.0030993,            0.002971,            0.002971,            0.002971
                 357,            0.030813,             0.01152,           0.0030653,             0.95388,             0.94067,             0.98023,             0.66456,            0.026526,           0.0050221,           0.0030993,           0.0029512,           0.0029512,           0.0029512
                 358,            0.031377,            0.010959,           0.0031229,             0.95388,             0.94067,             0.98023,             0.66456,            0.026526,           0.0050221,           0.0030993,           0.0029314,           0.0029314,           0.0029314
                 359,            0.033803,             0.01032,           0.0032147,                   1,             0.94348,             0.98339,             0.68961,            0.025848,           0.0049957,           0.0030903,           0.0029116,           0.0029116,           0.0029116
                 360,            0.028484,           0.0094384,           0.0031875,                   1,             0.94348,             0.98339,             0.68961,            0.025848,           0.0049957,           0.0030903,           0.0028918,           0.0028918,           0.0028918
                 361,            0.027222,            0.009095,           0.0031873,                   1,             0.94348,             0.98339,             0.68961,            0.025848,           0.0049957,           0.0030903,            0.002872,            0.002872,            0.002872
                 362,            0.027942,            0.010233,           0.0033324,                   1,             0.94348,             0.98339,             0.68961,            0.025848,           0.0049957,           0.0030903,           0.0028522,           0.0028522,           0.0028522
                 363,            0.027782,           0.0096105,           0.0033818,                   1,             0.94645,              0.9825,             0.70964,            0.023807,           0.0049126,           0.0030441,           0.0028324,           0.0028324,           0.0028324
                 364,            0.027471,           0.0089262,           0.0030644,                   1,             0.94645,              0.9825,             0.70964,            0.023807,           0.0049126,           0.0030441,           0.0028126,           0.0028126,           0.0028126
                 365,            0.030688,           0.0087899,           0.0031269,                   1,             0.94645,              0.9825,             0.70964,            0.023807,           0.0049126,           0.0030441,           0.0027928,           0.0027928,           0.0027928
                 366,            0.029089,           0.0089578,           0.0029635,                   1,             0.94645,              0.9825,             0.70964,            0.023807,           0.0049126,           0.0030441,            0.002773,            0.002773,            0.002773
                 367,             0.02855,            0.010438,           0.0030855,             0.94831,             0.95455,             0.97861,             0.51411,            0.031833,           0.0049931,           0.0030252,           0.0027532,           0.0027532,           0.0027532
                 368,            0.030696,            0.010611,           0.0030452,             0.94831,             0.95455,             0.97861,             0.51411,            0.031833,           0.0049931,           0.0030252,           0.0027334,           0.0027334,           0.0027334
                 369,            0.029843,           0.0098786,           0.0030098,             0.94831,             0.95455,             0.97861,             0.51411,            0.031833,           0.0049931,           0.0030252,           0.0027136,           0.0027136,           0.0027136
                 370,            0.034399,           0.0079975,            0.003122,             0.94831,             0.95455,             0.97861,             0.51411,            0.031833,           0.0049931,           0.0030252,           0.0026938,           0.0026938,           0.0026938
                 371,            0.035297,            0.011536,           0.0031151,             0.95354,             0.95455,             0.97121,             0.68975,            0.029205,           0.0048907,           0.0029857,            0.002674,            0.002674,            0.002674
                 372,            0.037043,           0.0090654,           0.0030168,             0.95354,             0.95455,             0.97121,             0.68975,            0.029205,           0.0048907,           0.0029857,           0.0026542,           0.0026542,           0.0026542
                 373,            0.034851,            0.011059,           0.0030976,             0.95354,             0.95455,             0.97121,             0.68975,            0.029205,           0.0048907,           0.0029857,           0.0026344,           0.0026344,           0.0026344
                 374,            0.037518,            0.010542,           0.0029472,             0.95354,             0.95455,             0.97121,             0.68975,            0.029205,           0.0048907,           0.0029857,           0.0026146,           0.0026146,           0.0026146
                 375,            0.037426,            0.010613,           0.0031365,             0.94717,             0.95455,             0.97419,             0.56702,            0.030622,           0.0049044,           0.0029762,           0.0025948,           0.0025948,           0.0025948
                 376,            0.035337,           0.0098133,           0.0031591,             0.94717,             0.95455,             0.97419,             0.56702,            0.030622,           0.0049044,           0.0029762,            0.002575,            0.002575,            0.002575
                 377,            0.037886,            0.010119,           0.0030382,             0.94717,             0.95455,             0.97419,             0.56702,            0.030622,           0.0049044,           0.0029762,           0.0025552,           0.0025552,           0.0025552
                 378,            0.032092,            0.011391,           0.0031017,             0.94717,             0.95455,             0.97419,             0.56702,            0.030622,           0.0049044,           0.0029762,           0.0025354,           0.0025354,           0.0025354
                 379,            0.030881,            0.010608,           0.0030868,             0.95447,             0.95303,             0.97841,             0.70546,            0.027311,           0.0048205,           0.0029586,           0.0025156,           0.0025156,           0.0025156
                 380,            0.029459,            0.010973,           0.0029856,             0.95447,             0.95303,             0.97841,             0.70546,            0.027311,           0.0048205,           0.0029586,           0.0024958,           0.0024958,           0.0024958
                 381,             0.03055,           0.0095686,           0.0028189,             0.95447,             0.95303,             0.97841,             0.70546,            0.027311,           0.0048205,           0.0029586,            0.002476,            0.002476,            0.002476
                 382,            0.033966,           0.0096466,           0.0028414,             0.95447,             0.95303,             0.97841,             0.70546,            0.027311,           0.0048205,           0.0029586,           0.0024562,           0.0024562,           0.0024562
                 383,            0.030577,            0.010273,           0.0030402,              0.9972,             0.95455,             0.98759,             0.63276,            0.025788,           0.0048375,           0.0029641,           0.0024364,           0.0024364,           0.0024364
                 384,             0.03305,            0.011424,           0.0030283,              0.9972,             0.95455,             0.98759,             0.63276,            0.025788,           0.0048375,           0.0029641,           0.0024166,           0.0024166,           0.0024166
                 385,            0.025366,           0.0089599,           0.0029712,              0.9972,             0.95455,             0.98759,             0.63276,            0.025788,           0.0048375,           0.0029641,           0.0023968,           0.0023968,           0.0023968
                 386,            0.027931,            0.010697,           0.0029431,              0.9972,             0.95455,             0.98759,             0.63276,            0.025788,           0.0048375,           0.0029641,            0.002377,            0.002377,            0.002377
                 387,            0.025816,            0.010026,            0.003009,             0.99809,             0.95455,             0.98534,             0.70567,            0.023296,           0.0047716,           0.0029372,           0.0023572,           0.0023572,           0.0023572
                 388,            0.027403,            0.008716,           0.0028764,             0.99809,             0.95455,             0.98534,             0.70567,            0.023296,           0.0047716,           0.0029372,           0.0023374,           0.0023374,           0.0023374
                 389,            0.028044,            0.010688,           0.0030294,             0.99809,             0.95455,             0.98534,             0.70567,            0.023296,           0.0047716,           0.0029372,           0.0023176,           0.0023176,           0.0023176
                 390,            0.026333,           0.0085242,           0.0027579,             0.99809,             0.95455,             0.98534,             0.70567,            0.023296,           0.0047716,           0.0029372,           0.0022978,           0.0022978,           0.0022978
                 391,            0.027455,            0.011964,           0.0031926,                   1,             0.95289,             0.98534,             0.70482,            0.022843,           0.0047384,           0.0029001,            0.002278,            0.002278,            0.002278
                 392,            0.027186,           0.0088043,           0.0028916,                   1,             0.95289,             0.98534,             0.70482,            0.022843,           0.0047384,           0.0029001,           0.0022582,           0.0022582,           0.0022582
                 393,             0.03007,            0.011089,           0.0032637,                   1,             0.95289,             0.98534,             0.70482,            0.022843,           0.0047384,           0.0029001,           0.0022384,           0.0022384,           0.0022384
                 394,             0.02434,            0.010719,           0.0029088,                   1,             0.95289,             0.98534,             0.70482,            0.022843,           0.0047384,           0.0029001,           0.0022186,           0.0022186,           0.0022186
                 395,            0.032118,            0.012145,           0.0031156,                   1,              0.9481,             0.98643,             0.59679,            0.032008,            0.004848,           0.0029059,           0.0021988,           0.0021988,           0.0021988
                 396,            0.033823,           0.0085595,           0.0029244,                   1,              0.9481,             0.98643,             0.59679,            0.032008,            0.004848,           0.0029059,            0.002179,            0.002179,            0.002179
                 397,             0.03008,           0.0091663,           0.0029178,                   1,              0.9481,             0.98643,             0.59679,            0.032008,            0.004848,           0.0029059,           0.0021592,           0.0021592,           0.0021592
                 398,            0.042112,            0.010413,           0.0030079,                   1,              0.9481,             0.98643,             0.59679,            0.032008,            0.004848,           0.0029059,           0.0021394,           0.0021394,           0.0021394
                 399,            0.032813,            0.010871,           0.0028607,             0.99695,             0.95455,              0.9902,             0.69639,            0.023613,            0.004703,           0.0028754,           0.0021196,           0.0021196,           0.0021196
                 400,            0.027845,            0.010424,           0.0029155,             0.99695,             0.95455,              0.9902,             0.69639,            0.023613,            0.004703,           0.0028754,           0.0020998,           0.0020998,           0.0020998
                 401,            0.029449,            0.010374,           0.0028289,             0.99695,             0.95455,              0.9902,             0.69639,            0.023613,            0.004703,           0.0028754,             0.00208,             0.00208,             0.00208
                 402,            0.029425,           0.0093844,           0.0029752,             0.99695,             0.95455,              0.9902,             0.69639,            0.023613,            0.004703,           0.0028754,           0.0020602,           0.0020602,           0.0020602
                 403,            0.028459,            0.011102,           0.0029299,             0.99688,             0.95455,             0.98885,             0.71693,            0.023485,           0.0047065,           0.0028589,           0.0020404,           0.0020404,           0.0020404
                 404,            0.026606,           0.0082722,           0.0027833,             0.99688,             0.95455,             0.98885,             0.71693,            0.023485,           0.0047065,           0.0028589,           0.0020206,           0.0020206,           0.0020206
                 405,            0.025691,           0.0097179,           0.0027025,             0.99688,             0.95455,             0.98885,             0.71693,            0.023485,           0.0047065,           0.0028589,           0.0020008,           0.0020008,           0.0020008
                 406,            0.025299,           0.0082809,           0.0028812,             0.99688,             0.95455,             0.98885,             0.71693,            0.023485,           0.0047065,           0.0028589,            0.001981,            0.001981,            0.001981
                 407,            0.030027,            0.011871,           0.0029103,             0.94741,             0.95455,             0.98416,              0.6821,            0.027482,           0.0047689,            0.002822,           0.0019612,           0.0019612,           0.0019612
                 408,            0.038012,            0.010114,           0.0027569,             0.94741,             0.95455,             0.98416,              0.6821,            0.027482,           0.0047689,            0.002822,           0.0019414,           0.0019414,           0.0019414
                 409,            0.029872,            0.010336,           0.0028455,             0.94741,             0.95455,             0.98416,              0.6821,            0.027482,           0.0047689,            0.002822,           0.0019216,           0.0019216,           0.0019216
                 410,            0.033866,           0.0099462,           0.0028198,             0.94741,             0.95455,             0.98416,              0.6821,            0.027482,           0.0047689,            0.002822,           0.0019018,           0.0019018,           0.0019018
                 411,            0.036583,            0.009655,           0.0029012,             0.99681,             0.95455,             0.98759,             0.64849,             0.02419,           0.0046897,           0.0028421,            0.001882,            0.001882,            0.001882
                 412,            0.024524,           0.0095323,           0.0028742,             0.99681,             0.95455,             0.98759,             0.64849,             0.02419,           0.0046897,           0.0028421,           0.0018622,           0.0018622,           0.0018622
                 413,            0.027003,           0.0098564,           0.0028435,             0.99681,             0.95455,             0.98759,             0.64849,             0.02419,           0.0046897,           0.0028421,           0.0018424,           0.0018424,           0.0018424
                 414,            0.024321,           0.0089594,           0.0027934,             0.99681,             0.95455,             0.98759,             0.64849,             0.02419,           0.0046897,           0.0028421,           0.0018226,           0.0018226,           0.0018226
                 415,            0.028696,           0.0093732,           0.0028133,             0.99682,             0.95455,             0.99167,             0.72866,            0.021915,            0.004664,           0.0028338,           0.0018028,           0.0018028,           0.0018028
                 416,            0.025873,           0.0095856,           0.0028549,             0.99682,             0.95455,             0.99167,             0.72866,            0.021915,            0.004664,           0.0028338,            0.001783,            0.001783,            0.001783
                 417,            0.024451,             0.00802,           0.0026429,             0.99682,             0.95455,             0.99167,             0.72866,            0.021915,            0.004664,           0.0028338,           0.0017632,           0.0017632,           0.0017632
                 418,            0.028694,           0.0084798,           0.0028487,             0.99682,             0.95455,             0.99167,             0.72866,            0.021915,            0.004664,           0.0028338,           0.0017434,           0.0017434,           0.0017434
                 419,            0.028768,           0.0097954,           0.0029709,             0.99677,             0.95455,              0.9902,             0.62999,            0.026752,           0.0047532,           0.0028394,           0.0017236,           0.0017236,           0.0017236
                 420,            0.026696,           0.0092235,            0.002984,             0.99677,             0.95455,              0.9902,             0.62999,            0.026752,           0.0047532,           0.0028394,           0.0017038,           0.0017038,           0.0017038
                 421,             0.03127,           0.0089321,           0.0029809,             0.99677,             0.95455,              0.9902,             0.62999,            0.026752,           0.0047532,           0.0028394,            0.001684,            0.001684,            0.001684
                 422,            0.035683,            0.010805,           0.0028671,             0.99677,             0.95455,              0.9902,             0.62999,            0.026752,           0.0047532,           0.0028394,           0.0016642,           0.0016642,           0.0016642
                 423,            0.029445,            0.010094,           0.0028946,             0.99675,             0.95455,             0.99167,             0.73202,            0.020695,           0.0046313,           0.0028346,           0.0016444,           0.0016444,           0.0016444
                 424,            0.024733,           0.0088025,           0.0028059,             0.99675,             0.95455,             0.99167,             0.73202,            0.020695,           0.0046313,           0.0028346,           0.0016246,           0.0016246,           0.0016246
                 425,            0.026925,           0.0091567,           0.0028237,             0.99675,             0.95455,             0.99167,             0.73202,            0.020695,           0.0046313,           0.0028346,           0.0016048,           0.0016048,           0.0016048
                 426,            0.022354,           0.0084385,           0.0026413,             0.99675,             0.95455,             0.99167,             0.73202,            0.020695,           0.0046313,           0.0028346,            0.001585,            0.001585,            0.001585
                 427,            0.025219,           0.0095903,           0.0026939,             0.99677,             0.95455,              0.9902,             0.69331,            0.023333,           0.0046688,           0.0028262,           0.0015652,           0.0015652,           0.0015652
                 428,            0.027869,           0.0082277,           0.0029098,             0.99677,             0.95455,              0.9902,             0.69331,            0.023333,           0.0046688,           0.0028262,           0.0015454,           0.0015454,           0.0015454
                 429,            0.025994,           0.0094525,           0.0027328,             0.99677,             0.95455,              0.9902,             0.69331,            0.023333,           0.0046688,           0.0028262,           0.0015256,           0.0015256,           0.0015256
                 430,            0.026739,           0.0097399,           0.0027746,             0.99677,             0.95455,              0.9902,             0.69331,            0.023333,           0.0046688,           0.0028262,           0.0015058,           0.0015058,           0.0015058
                 431,            0.025638,            0.010793,            0.002819,             0.99679,             0.95455,             0.99167,             0.70628,            0.020115,           0.0045881,           0.0028094,            0.001486,            0.001486,            0.001486
                 432,            0.022463,            0.010134,           0.0029373,             0.99679,             0.95455,             0.99167,             0.70628,            0.020115,           0.0045881,           0.0028094,           0.0014662,           0.0014662,           0.0014662
                 433,            0.023002,           0.0085616,           0.0026854,             0.99679,             0.95455,             0.99167,             0.70628,            0.020115,           0.0045881,           0.0028094,           0.0014464,           0.0014464,           0.0014464
                 434,            0.025048,             0.01046,           0.0025916,             0.99679,             0.95455,             0.99167,             0.70628,            0.020115,           0.0045881,           0.0028094,           0.0014266,           0.0014266,           0.0014266
                 435,            0.023099,            0.010345,           0.0028569,              0.9968,             0.95455,             0.99167,             0.73844,            0.020655,           0.0045796,            0.002787,           0.0014068,           0.0014068,           0.0014068
                 436,            0.024845,            0.009537,           0.0028226,              0.9968,             0.95455,             0.99167,             0.73844,            0.020655,           0.0045796,            0.002787,            0.001387,            0.001387,            0.001387
                 437,            0.024957,            0.010789,             0.00257,              0.9968,             0.95455,             0.99167,             0.73844,            0.020655,           0.0045796,            0.002787,           0.0013672,           0.0013672,           0.0013672
                 438,            0.024424,           0.0091685,           0.0027292,              0.9968,             0.95455,             0.99167,             0.73844,            0.020655,           0.0045796,            0.002787,           0.0013474,           0.0013474,           0.0013474
                 439,            0.024953,           0.0090432,            0.002916,             0.99677,             0.95455,             0.99167,             0.74086,            0.020093,            0.004536,           0.0027705,           0.0013276,           0.0013276,           0.0013276
                 440,            0.025677,           0.0083461,           0.0028946,             0.99677,             0.95455,             0.99167,             0.74086,            0.020093,            0.004536,           0.0027705,           0.0013078,           0.0013078,           0.0013078
                 441,            0.023121,           0.0093022,           0.0027961,             0.99677,             0.95455,             0.99167,             0.74086,            0.020093,            0.004536,           0.0027705,            0.001288,            0.001288,            0.001288
                 442,            0.021389,           0.0094888,           0.0025963,             0.99677,             0.95455,             0.99167,             0.74086,            0.020093,            0.004536,           0.0027705,           0.0012682,           0.0012682,           0.0012682
                 443,              0.0218,           0.0093136,           0.0026899,             0.99692,             0.95455,             0.99167,             0.72569,            0.020118,           0.0045174,           0.0027598,           0.0012484,           0.0012484,           0.0012484
                 444,            0.022244,             0.00843,           0.0026658,             0.99692,             0.95455,             0.99167,             0.72569,            0.020118,           0.0045174,           0.0027598,           0.0012286,           0.0012286,           0.0012286
                 445,            0.023024,           0.0092186,           0.0029596,             0.99692,             0.95455,             0.99167,             0.72569,            0.020118,           0.0045174,           0.0027598,           0.0012088,           0.0012088,           0.0012088
                 446,            0.022139,           0.0093118,           0.0027108,             0.99692,             0.95455,             0.99167,             0.72569,            0.020118,           0.0045174,           0.0027598,            0.001189,            0.001189,            0.001189
                 447,            0.021534,           0.0095101,           0.0027461,             0.99682,             0.95455,             0.99167,             0.72887,            0.020178,             0.00452,           0.0027428,           0.0011692,           0.0011692,           0.0011692
                 448,            0.019822,           0.0076826,           0.0025443,             0.99682,             0.95455,             0.99167,             0.72887,            0.020178,             0.00452,           0.0027428,           0.0011494,           0.0011494,           0.0011494
                 449,            0.021316,           0.0089645,           0.0026429,             0.99682,             0.95455,             0.99167,             0.72887,            0.020178,             0.00452,           0.0027428,           0.0011296,           0.0011296,           0.0011296
                 450,            0.021867,            0.010073,            0.002781,             0.99682,             0.95455,             0.99167,             0.72887,            0.020178,             0.00452,           0.0027428,           0.0011098,           0.0011098,           0.0011098
                 451,            0.021933,            0.010816,            0.002855,             0.99688,             0.95455,             0.98885,             0.74679,            0.020612,           0.0045264,           0.0027165,             0.00109,             0.00109,             0.00109
                 452,            0.023134,           0.0085448,            0.002914,             0.99688,             0.95455,             0.98885,             0.74679,            0.020612,           0.0045264,           0.0027165,           0.0010702,           0.0010702,           0.0010702
                 453,             0.02692,           0.0081327,            0.002753,             0.99688,             0.95455,             0.98885,             0.74679,            0.020612,           0.0045264,           0.0027165,           0.0010504,           0.0010504,           0.0010504
                 454,            0.020991,           0.0078592,           0.0026332,             0.99688,             0.95455,             0.98885,             0.74679,            0.020612,           0.0045264,           0.0027165,           0.0010306,           0.0010306,           0.0010306
                 455,            0.020515,            0.010141,           0.0027698,             0.99686,             0.95455,             0.99167,             0.70489,            0.021188,           0.0045338,           0.0027003,           0.0010108,           0.0010108,           0.0010108
                 456,            0.020944,           0.0094111,           0.0024838,             0.99686,             0.95455,             0.99167,             0.70489,            0.021188,           0.0045338,           0.0027003,            0.000991,            0.000991,            0.000991
                 457,             0.02235,           0.0094297,           0.0026348,             0.99686,             0.95455,             0.99167,             0.70489,            0.021188,           0.0045338,           0.0027003,           0.0009712,           0.0009712,           0.0009712
                 458,            0.022584,            0.008647,           0.0027171,             0.99686,             0.95455,             0.99167,             0.70489,            0.021188,           0.0045338,           0.0027003,           0.0009514,           0.0009514,           0.0009514
                 459,            0.022164,           0.0095304,           0.0025988,             0.99695,             0.95455,             0.99167,             0.75841,            0.018181,           0.0044486,           0.0026757,           0.0009316,           0.0009316,           0.0009316
                 460,             0.02075,             0.00744,            0.002452,             0.99695,             0.95455,             0.99167,             0.75841,            0.018181,           0.0044486,           0.0026757,           0.0009118,           0.0009118,           0.0009118
                 461,            0.023233,           0.0079046,           0.0024635,             0.99695,             0.95455,             0.99167,             0.75841,            0.018181,           0.0044486,           0.0026757,            0.000892,            0.000892,            0.000892
                 462,             0.02148,           0.0082639,            0.002439,             0.99695,             0.95455,             0.99167,             0.75841,            0.018181,           0.0044486,           0.0026757,           0.0008722,           0.0008722,           0.0008722
                 463,            0.022107,           0.0082792,           0.0024731,             0.99699,             0.95455,             0.99167,             0.75561,            0.021774,           0.0044988,           0.0026618,           0.0008524,           0.0008524,           0.0008524
                 464,            0.024169,           0.0098329,           0.0031222,             0.99699,             0.95455,             0.99167,             0.75561,            0.021774,           0.0044988,           0.0026618,           0.0008326,           0.0008326,           0.0008326
                 465,            0.025782,            0.011283,           0.0025945,             0.99699,             0.95455,             0.99167,             0.75561,            0.021774,           0.0044988,           0.0026618,           0.0008128,           0.0008128,           0.0008128
                 466,            0.021813,           0.0072554,           0.0025944,             0.99699,             0.95455,             0.99167,             0.75561,            0.021774,           0.0044988,           0.0026618,            0.000793,            0.000793,            0.000793
                 467,            0.021263,             0.00918,           0.0026458,             0.99703,             0.95455,             0.99167,              0.7761,            0.018609,           0.0044253,           0.0026461,           0.0007732,           0.0007732,           0.0007732
                 468,            0.020449,            0.010756,           0.0027565,             0.99703,             0.95455,             0.99167,              0.7761,            0.018609,           0.0044253,           0.0026461,           0.0007534,           0.0007534,           0.0007534
                 469,            0.022545,           0.0086642,           0.0027147,             0.99703,             0.95455,             0.99167,              0.7761,            0.018609,           0.0044253,           0.0026461,           0.0007336,           0.0007336,           0.0007336
